Team,,,,,,,,,,,,,,,,,,,,,,
Scot,Gemmill,,MF,8,,,1,,,,,1,,1,,-1,,,3,,,
Bryan,Roy,,F,22,3,2,1,,,1,1,,,1,1,,,,4,,,
Jason,Lee,,F,12,3,1,1,,,1,,1,,1,,,-1,,3,,,
Kevin,Campbell,,F,10,2,1,,,,,1,1,1,1,,,,,3,,,
David,Phillips,,MF,7,-2,,,,,,1,1,,,1,,-1,,3,,,
Alf-Inge,Haland,,MF,18,-2,-2,,,,1,,,1,1,,,-1,,3,,,
Paul,McGregor,,F,20,2,,,,,1,1,,,,,-1,,,3,,,
Lars,Bohinen,,MF,99,-2,-2,,,,,1,1,,,,,-1,,3,,,
Stephen,Howe,,MF,19,3,-2,,,,,1,,,1,,-1,,,2,,,
Andrea,Silenzi,,F,15,-2,-2,,,,,,1,,1,1,-1,-1,,2,,,
Chris,Allen,,MF,27,3,-2,,,,,,,,1,,-1,-1,,2,,,
Mark,Crossley,,GK,1,,,,,,,,,,,,,,,5,3,3,2
Alan,Fettis,,GK,13,,,,,,,,,,,,,,,2,1,5,1
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Queens Park Rangers,Rangers,1995 EPL,QPR.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Trevor,Sinclair,,MF,11,2,4,1,,1,,1,,,,1,,,,4,,,
Simon,Barker,,MF,4,3,3,1,,1,,,1,1,,,,,,4,,,
Steven,Yates,,DF,21,-2,-2,,2,,,1,1,,,,-1,-1,,4,,,
David,Bardsley,,DF,1,-2,-2,,1,,,,,1,1,,-1,-1,1,4,,,
Danny,Dichio,,F,9,4,2,1,,,,,1,1,,,,,1,4,,,
Kevin,Gallen,,F,10,4,2,1,,,,,,,,1,,,,4,,,
Andy,Impey,,MF,7,2,3,,1,1,1,1,,,,,-1,,1,4,,,
Rufus,Brevett,,DF,3,,-2,,1,,,,1,,1,,,-1,,4,,,
Ian,Holloway,,MF,8,,1,,,1,,1,,,1,,-1,,,3,,,
Alan,McDonald,,DF,5,,-2,,1,,,,1,,,1,,-1,,3,,,
Danny,Maddix,,DF,6,-2,-2,,,,,,1,1,,,,-1,,3,,,
Karl,Ready,,DF,14,2,-2,,,,,,,1,1,,,-1,1,3,,,
Ray,Wilkins,,MF,20,-2,,,,,,,,,1,1,-1,,,3,,,
Nigel,Quashie,,MF,19,-2,-2,,,,,1,,,1,,-1,-1,,3,,,
Mark,Hateley,,F,26,3,1,,,,,,1,,,1,,,,3,,,
Trevor,Challis,,DF,24,-2,-2,,,,1,1,,,,,-1,,,3,,,
Matthew,Brazier,,MF,27,-2,-2,,,,1,,,,,,-1,,,3,,,
Simon,Osborn,,MF,15,2,,,,,,,1,,,,,,,2,,,
Juergen,Sommer,,GK,25,,,,,,,,,,,,,,,4,2,4,3
Tony,Roberts,,GK,1,,,,,,,,,,,,,,,2,3,2,1
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Sheffield Wednesday,Owls,1995 EPL,SheffieldWednesday.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Peter,Atherton,,DF,,-2,1,,1,1,,1,,,1,,,,,4,,,
Des,Walker,,DF,,-2,-2,,1,1,1,,1,,,1,-1,-1,,4,,,
David,Hirst,,F,,4,2,1,,,1,,,1,,1,,,1,4,,,
Ian,Nolan,,DF,,,1,,1,,,1,1,,,,,,,4,,,
Guy,Whittingham,,F,,3,2,1,,,,1,1,,1,,,,,4,,,
Mark,Pembridge,,MF,,1,,,1,,1,,,1,,,,,,4,,,
Chris,Waddle,,MF,,1,4,1,,1,,1,,,,1,-1,,,4,,,
Lee,Briscoe,,DF,,-2,1,,1,,1,,1,,,,,-1,,4,,,
Steve,Nicol,,DF,,-2,-2,,,1,,,1,,1,1,,-1,,3,,,
Mark,Bright,,F,,4,2,1,,,,1,1,,,,,,,3,,,
Graham,Hyde,,MF,,,1,,,,,1,,,1,1,-1,,,3,,,
John,Sheridan,,MF,,-2,1,,,,,,,1,1,,,,,3,,,
Julian,Watts,,DF,,2,-2,,,,1,,,,1,,-1,,,3,,,
Regi,Blinker,,MF,,3,1,,,,,1,,,,1,,,,3,,,
Darko,Kovacevic,,F,,4,,,,,,,1,,,,,,,3,,,
Jon,Newsome,,DF,,2,-2,,,,,,,1,,,-1,,,3,,,
Marc,Degryse,,MF,,3,3,1,,1,,1,,,1,,-1,,,4,,,
Danny,Petrescu,,DF,,-2,-2,,,,1,,,,,1,-1,,,4,,,
Kevin,Pressman,,GK,,,,,,,,,,,,,,,,4,3,1,2
Chris,Woods,,GK,,,,,,,,,,,,,,,,2,3,2,
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Southampton,Saints,1995 EPL,Southampton.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Jason,Dodd,,DF,,1,1,,1,1,1,1,,,,,-1,,,4,,,
Neil,Shipperley,,F,,3,3,1,,,,1,1,,1,,,,,4,,,
Matt,Le Tissier,,F,,3,3,1,,1,,1,,1,,1,-1,1,1,4,,,
Kenneth,Monkou,,DF,,1,-2,,2,,,,1,,1,,,,,4,,,
Jim,Magilton,,MF,,2,2,,1,,1,,1,,,,,,,4,,,
Richard,Hall,,DF,,,-2,,1,,,,1,,1,,,-1,,4,,,
Francis,Benali,,DF,,-2,-2,,,1,1,,,1,,1,-1,-1,,4,,,
Simon,Charlton,,DF,,-2,1,,,1,1,1,,,,,,,,4,,,
Barry,Venison,,DF,,-2,-2,,,,,,1,,1,1,-1,-1,,3,,,
Thomas,Widdrington,,MF,,2,2,,1,,,1,1,,,,,,,3,,,
Gordon,Watson,,F,,3,2,1,,,,1,,,,1,,,1,4,,,
Alan,Neilson,,DF,,-2,-2,,,,1,1,,,1,,-1,-1,,3,,,
Neil,Heaney,,MF,,2,2,,,,,1,,,,1,,,,3,,,
Neil,Maddison,,MF,,2,1,,,,1,,,,1,,,,,3,,,
David,Hughes,,MF,,2,-2,,,,,,1,,,,-1,,,3,,,
Frank,Bennett,,F,,-2,1,,,,1,,,,1,,,,,3,,,
Matt,Oakley,,MF,,-2,1,,,,,1,,,,1,-1,,,2,,,
Paul,Tisdale,,MF,,2,-2,,,,1,,1,,,,,,,2,,,
Dave,Beasant,,GK,,,,,,,,,,,,,,,,4,4,1,1
Bruce,Grobbelaar,,GK,,,,,,,,,,,,,,,,2,1,5,3
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Tottenham Hotspur,Lillywhites,1995 EPL,Spurs.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Teddy,Sheringham,,F,,4,3,2,,1,1,1,1,,1,1,,1,,5,,,
Chris,Armstrong,,F,,4,1,1,,,1,1,1,,,,1,,,4,,,
Gary,Mabbutt,,DF,,-2,2,,1,1,,1,1,1,1,,,-1,,4,,,
Sol,Campbell,,DF,,,-2,,2,,,1,1,,1,1,,-1,,4,,,
David,Howells,,MF,,2,2,1,,1,1,1,,,1,,-1,,,4,,,
Dean,Austin,,DF,,-2,-2,,2,,,1,1,1,1,,,-1,,4,,,
Clive,Wilson,,DF,,-2,1,,1,1,1,1,,,,1,-1,,,4,,,
Ronny,Rosenthal,,MF,,,3,1,,2,1,,,,1,1,,,,4,,,
Colin,Calderwood,,DF,,,1,,2,,,,1,1,,1,,1,,4,,,
Ruel,Fox,,MF,,3,3,1,,,1,1,,,1,1,-1,,,3,,,
Jason,Dozzell,,MF,,2,2,,,,1,,1,,1,,-1,,,3,,,
Justin,Edinburgh,,DF,,-2,1,,,,,,1,,1,,-1,-1,,3,,,
Stuart,Nethercott,,DF,,-2,-2,,,,,,1,1,,,-1,,,3,,,
Andy,Sinton,,MF,,-2,1,,,,1,1,,,,,-1,,,3,,,
Gerry,McMahon,,MF,,-2,1,,,,1,1,,,,,-1,,,2,,,
Derren,Anderton,,F,,3,3,,,,1,1,,,,1,-1,,,2,,,
Ilie,Dumitrescu,,F,,,,,,,,,,,1,1,-1,,,2,,,
Darren,Caskey,,MF,,-2,-2,,,,,1,,,1,,-1,-1,,2,,,
Ian,Walker,,GK,,,,,,,,,,,,,,,,5,3,5,4
Christopher,Day,,GK,,,,,,,,,,,,,,,,2,2,3,1
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
West Ham United,Hammers,1995 EPL,WestHam.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Marc,Rieper,,DF,,1,-1,,2,,,,1,1,1,,,,,4,,,
Ian,Bishop,,DF,,,3,1,,1,,1,1,,,1,-1,,,4,,,
Julian,Dicks,,DF,,3,2,1,1,,,,1,1,,1,-1,,1,4,,,
Steve,Potts,,DF,,-2,2,,1,,,1,1,,1,,-1,-1,1,4,,,
Iain,Dowie,,F,,3,2,1,,1,,,1,1,1,,,,,4,,,
Tony,Cottee,,F,,4,2,1,,1,1,1,,,,1,,,,4,,,
Daniel,Williamson,,MF,,2,2,1,,1,1,,1,,,,-1,,,4,,,
Michael,Hughes,,MF,,-2,3,,,1,1,1,,,1,,,-1,,4,,,
Keith,Rowland,,DF,,-2,-2,,1,,1,1,1,,,,,-1,,4,,,
Tim,Breacker,,DF,,-2,-2,,1,,,1,1,,1,,,,,3,,,
John,Moncur,,MF,,-2,2,,,1,,1,,,1,1,-1,,,3,,,
Robbie,Slater,,MF,,2,-1,,,,1,,,,1,,-1,,,3,,,
Slaven,Bilic,,DF,,-2,-2,,,,,1,,1,,1,,,,3,,,
Alvin,Martin,,DF,,-2,-2,,,,,,1,1,1,,,-1,,3,,,
Don,Hutchison,,F,,3,1,,,,,,1,,,1,,,,3,,,
John,Harkes,,MF,,-2,1,,,,1,,1,,1,,-1,,,3,,,
Daniel,da Cruz Carvalho,,F,,3,-2,,,,1,,,,1,,,-1,,2,,,
Martin,Allen,,MF,,3,-2,,,,,,,1,1,,-1,,,2,,,
Ludek,Miklosko,,GK,,,,,,,,,,,,,,,,4,4,1,1
Neil,Finn,,GK,,,,,,,,,,,,,,,,2,2,1,3
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Wimbledon,Dons,1995 EPL,Wimbledon.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Robbie,Earle,,MF,,3,2,1,,1,,,,,1,1,,,1,4,,,
Chris,Perry,,DF,,-2,-2,,1,1,1,1,,,1,,,-1,,4,,,
Kenny,Cunningham,,DF,,-2,1,,1,,1,1,1,,,,-1,,,4,,,
Dean,Holdsworth,,F,,3,3,2,,,1,,,1,1,,,,1,4,,,
Alan,Kimble,,DF,,-2,-2,,,1,1,,1,,,,-1,,,4,,,
Efan,Ekoku,,F,,3,3,1,,1,,,1,,1,,,,,4,,,
Oyvind,Leonhardsen,,MF,,2,3,1,,1,,1,,,1,,1,,,4,,,
Vinnie,Jones,,MF,,2,,,,,,,1,1,,1,,,2,4,,,
Marcus,Gayle,,F,,2,3,1,,,,,1,,,1,,,,3,,,
Alan,Reeves,,DF,,,-2,,1,,,1,1,,,,,-1,,3,,,
Mick,Harford,,MF,,2,-2,,,,,,1,,1,1,,,,3,,,
Andy,Thorn,,DF,,-2,-2,,,,,1,,,1,,,-1,,3,,,
Jon,Goodman,,F,,3,2,,,,,1,,,1,,,,,3,,,
Andy,Clarke,,F,,2,-2,,,,1,,,,1,,,,,3,,,
Dean,Blackwell,,DF,,-2,-2,,,,,1,1,,1,,,-1,,3,,,
Gary,Elkins,,DF,,-2,-2,,,,,1,1,,,,-1,,,2,,,
Andy,Pearce,,DF,,-2,-2,,,,,,,,,,,-1,,2,,,
Jason,Euell,,MF,,3,2,,,,,1,,,,1,,,,2,,,
Neil,Sullivan,,GK,,,,,,,,,,,,,,,,3,2,4,3
Paul,Heald,,GK,,,,,,,,,,,,,,,,3,3,1,2
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Arsenal,Gunners,1998 EPL,Arsenal.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Marc,Overmars,,MF,,2,2,1,,2,1,1,1,,1,1,,,,5,,,
Lee,Dixon,,DF,,-2,,,2,1,,1,1,1,1,,-1,-1,1,5,,,
Ray,Parlour,,MF,,2,1,1,,,1,1,1,,1,,,,,5,,,
Martin,Keown,,DF,,,,,2,1,,1,1,1,1,,,,1,5,,,
Nicolas,Anelka,,F,,4,2,2,,1,1,1,1,,,1,,,,5,,,
Patrick,Viera,,MF,,1,2,1,1,,,1,1,1,1,1,,,1,5,,,
Nigel,Winterburn,,DF,,-2,1,,2,,,,1,1,1,,-1,-1,,5,,,
Dennis,Bergkamp,,F,,4,5,2,,1,1,1,1,,1,1,1,1,,4,,,
Emmanuel,Petit,,MF,,2,2,1,1,1,,1,1,1,1,1,,1,1,4,,,
Tony,Adams,,DF,,,-2,,2,1,,1,1,1,1,1,1,,,4,,,
Nelson,Vivas,,DF,,-2,-2,,1,1,,,1,,1,1,-1,-1,,2,,,
Stephen,Hughes,,MF,,1,2,,,1,,1,1,,,,,,,2,,,
Christopher,Wreh,,F,,1,-2,,,,,1,1,,,,-1,-1,-1,2,,,
Luis,Boa Morte,,F,,1,-2,,,,,1,1,,,,-1,-1,-1,2,,,
Steve,Bould,,DF,,-2,-2,,,,,1,1,,1,,-1,-1,,2,,,
Giles,Grimandi,,DF,,,-2,,,,,,1,,1,,-1,-1,1,2,,,
Remi,Garde,,MF,,-2,3,,,,,1,,,1,,-1,-1,,2,,,
Kaba,Diawara,,F,,1,-2,,,1,1,1,,,,,-1,-1,-1,2,,,
Nwankwo,Kanu,,F,,4,3,1,,,1,,,,,1,1,,-1,2,,,
Freddie,Ljungberg,,MF,,1,-2,,,,,,1,1,,,,,,2,,,
David,Seaman,,GK,,,,,,,,,,,,,,,,5,5,5,4
Alex,Manninger,,GK,,,,,,,,,,,,,,,,1,4,5,5
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Aston Villa FC,Lions,1998 EPL,AstonVilla.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Darius,Vassel,,F,,1,3,,,,,1,,,,,-1,-1,-1,2,,,
Mark,Delaney,,DF,,-2,-2,,,,,,,,1,,-1,-1,-1,2,,,
Ugo,Ehiogu,,DF,,1,2,,1,,,1,1,,1,,,,,4,,,
Alan,Thompson,,MF,,1,2,,,1,,,1,1,1,,,1,,3,,,
Mark,Draper,,MF,,1,-2,,,1,,1,,,1,,,,,2,,,
Stan,Collymore,,F,,1,3,,,1,,1,,1,,1,,,1,2,,,
Ricardo,Scimeca,,DF,,1,-2,,,,,,1,,1,,,,,3,,,
Simon,Grayson,,DF,,-2,-2,,,,,,,,1,,-1,-1,,2,,,
Gary,Charles,,DF,,1,-2,,,,,,,,1,,,,-1,3,,,
Gareth,Southgate,,DF,,,-2,,2,1,,1,1,,1,1,1,,,5,,,
Alan,Wright,,DF,,-2,1,,2,,,1,1,,1,,-1,-1,,5,,,
Julian,Joachim,,F,,4,2,2,,,1,1,,,1,,1,,,5,,,
Ian,Taylor,,MF,,2,2,1,,1,,1,1,1,1,,,,,5,,,
Lee,Hendrie,,MF,,1,3,1,,1,1,,,1,1,,,,,5,,,
Gareth,Barry,,MF,,1,,1,1,,,1,1,,,1,,,,4,,,
Gary,Charles,,DF,,1,-2,,,,,,,,1,,,,-1,3,,,
Steve,Watson,,DF,,-2,2,1,1,,,,1,1,1,,-1,-1,1,5,,,
Paul,Merson,,MF,,2,2,1,,,,1,,,1,1,,,,4,,,
Dion,Dublin,,MF,,4,2,1,1,,,1,,,1,1,2,,,5,,,
Michael,Oakes,,GK,,,,,,,,,,,,,,,,4,3,4,5
Mark,Bosnich,,GK,,,,,,,,,,,,,,,,2,5,2,5
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Blackburn,Rovers,1998 EPL,Blackburn.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Callum,Davidson,,DF,,,1,,1,,,,1,,1,,,,,5,,,
Stephane,Henchoz,,DF,,-2,-2,,2,,,1,1,,1,,-1,-1,,5,,,
Jason,Wilcox,,F,,2,3,1,,1,1,,,1,1,,,,1,4,,,
Darren,Peacock,,DF,,,2,,1,1,,,1,,1,,,,,4,,,
Jeff,Kenna,,DF,,-2,1,,1,1,,1,,,1,,-1,-1,,4,,,
Tim,Sherwood,,MF,,3,-2,1,1,,,,,1,1,,,,1,5,,,
Damien,Duff,,MF,,1,2,1,,1,1,1,,,,,,,-1,3,,,
Ashley,Ward,,F,,4,2,1,,1,,1,,,1,,,,,3,,,
Chris,Sutton,,F,,3,2,1,1,,,,,1,1,,,,1,3,,,
Billy,McKinlay,,MF,,-2,-2,1,,,,,,,1,1,-1,-1,,2,,,
Kevin,Davies,,F,,1,2,1,,,,1,,,,,,,,2,,,
Damien,Johnson,,MF,,1,1,,1,,,1,,,1,,,,,2,,,
Christian,Dailly,,DF,,-2,-2,,,1,,,1,,,1,-1,-1,-1,2,,,
Keith,Gillespie,,MF,,1,3,,,,,,,1,,,,,1,4,,,
Tim,Sherwood,,MF,,3,-2,1,1,,,,,1,1,,,,1,5,,,
Kevin,Gallacher,,MF,,4,2,,,,,,,,,1,,,-1,2,,,
Marlon,Broomes,,DF,,-2,-2,,,,,,,1,,,-1,-1,1,2,,,
David,Dunn,,MF,,2,-2,,,,,,,,1,,,,,2,,,
Nathan,Blake,,F,,4,-2,,,,1,,,,,,,,-1,2,,,
Gary,Croft,,DF,,-2,-2,,,,,,1,,,,-1,-1,,2,,,
John,Filan,,GK,,,,,,,,,,,,,,,,4,4,5,2
Tim,Flowers,,GK,,,,,,,,,,,,,,,,2,2,4,4
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Charlton Athletic,Addicks,1998 EPL,Charlton.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Graham,Stuart,,F,,4,3,1,,,,,,,1,,,,,5,,,
John,Barnes,,DF,,1,-2,,,,,,,,,1,-1,-1,-1,2,,,
Mark,Bowen,,DF,,,-2,,,,,,,,,1,-1,-1,-1,2,,,
Mark,Bright,,F,,3,-2,,,,,1,,,,,,,-1,2,,,
Chris,Powell,,DF,,-2,1,,2,,,,1,,1,,-1,-1,,5,,,
Mark,Kinsella,,MF,,2,2,1,,1,,1,,,1,1,1,,,5,,,
Danny,Mills,,DF,,1,2,,1,,,1,1,1,,,,,,5,,,
Andy,Hunt,,F,,3,1,1,,1,1,,,,1,,,,,5,,,
Neil,Redfearn,,MF,,2,1,1,,1,,,,1,1,,,1,,5,,,
Carl,Tiler,,DF,,,-2,,1,1,,,1,,1,,,,,5,,,
John,Robinson,,MF,,2,1,1,,1,,,,,,,,,,4,,,
Richard,Rufus,,DF,,,2,,,,,,,1,1,,,,1,4,,,
Eddie,Youds,,DF,,2,2,,1,,,,1,,1,,,,,3,,,
Clive,Mendonca,,F,,4,-2,1,,,1,,,,1,,,,-1,3,,,
Martin,Pringle,,F,,3,-2,,,1,,1,,,1,,,,,5,,,
Keith,Jones,,MF,,1,-2,,,,,1,1,,,,,,-1,2,,,
Steve,Brown,,DF,,-2,-2,,,,,,1,,,,-1,-1,,2,,,
Shaun,Newton,,MF,,,2,,,,,,,1,,,,,,2,,,
Paul,Mortimer,,MF,,1,2,,,,,1,,,,,,,,2,,,
Sasa,Ilic,,GK,,,,,,,,,,,,,,,,4,3,1,3
Andy,Peterson,,GK,,,,,,,,,,,,,,,,2,2,5,5
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Blues,1998 EPL,Chelsea.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Gianfranco,Zola,,F,,3,3,2,,1,1,1,1,,1,1,,1,,5,,,
Frank,Leboeuf,,DF,,2,,1,2,,,1,1,1,1,1,,,1,5,,,
Albert,Ferrer,,DF,,-2,1,,2,1,1,1,,1,1,1,-1,-1,,5,,,
Graeme,Le Saux,,DF,,-2,1,,1,2,,1,1,1,1,1,-1,-1,1,5,,,
Marcel,Desailly,,DF,,-2,,1,2,,,1,1,,1,1,-1,-1,,5,,,
Celestine,Babayaro,,DF,,1,1,1,1,,1,1,,,1,1,,,,4,,,
Roberto,Di Matteo,,MF,,1,2,1,,1,,1,,1,1,1,,,,4,,,
Dan,Petrescu,,DF,,2,2,1,1,,,,1,1,1,1,,1,,4,,,
Dennis,Wise,,MF,,-2,3,1,,1,,1,1,1,1,,-1,-1,1,3,,,
Gus,Poyet,,MF,,4,1,1,,1,,1,1,,1,,1,,,3,,,
Michael,Duberry,,DF,,-2,-2,,1,,,,,1,,,-1,-1,,3,,,
Tore Andre,Flo,,F,,3,2,1,,1,,,1,,1,1,1,,,3,,,
Jody,Morris,,MF,,1,1,,,1,,1,1,,,,,,,2,,,
Bjarne,Boldbaek,,MF,,2,2,,,1,,1,,,1,,,,,2,,,
Bernard,Lambourde,,DF,,-2,-2,,,,,,1,,1,,-1,-1,,2,,,
Pierluigi,Casiraghi,,F,,1,-2,,,,,1,,,1,1,,,,2,,,
Gianluca,Vialli,,F,,2,3,,,,,,,1,1,1,,,1,2,,,
Brian,Laudrup,,MF,,1,2,,,,,1,,,1,1,-1,-1,-1,4,,,
Mikael,Forssell,,F,,1,-2,,,,1,1,,,,,,,-1,2,,,
Eddie,Newton,,MF,,-2,-2,,,,,,,,1,,-1,-1,-1,2,,,
Ed,De Goey,,GK,,,,,,,,,,,,,,,,5,4,2,5
Kevin,Hitchcock,,GK,,,,,,,,,,,,,,,,1,4,4,3
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Coventry City,Blues,1998 EPL,CoventryCity.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Philippe,Clement,,DF,,,2,,,,,,,,,1,-1,-1,,2,,,
Jean-Guy,Wallemme,,DF,,-2,-2,,,,,,1,,,,-1,-1,-1,2,,,
Marcus,Hall,,DF,,-2,-1,,,,,1,,,,,-1,-1,,2,,,
Muhamed,Konjic,,DF,,-2,-2,,,,,,,,1,,-1,-1,,2,,,
Richard,Shaw,,DF,,-2,-2,,2,,,1,1,,1,,1,-1,,5,,,
Darren,Huckerby,,MF,,4,3,1,,1,1,1,,1,,,,,,5,,,
Noel,Whelan,,F,,4,2,1,,1,,,,1,1,,1,,,5,,,
Paul,Telfer,,MF,,1,-2,,1,1,,,,1,1,,,,,5,,,
Gary,McAllister,,MF,,2,2,1,,1,1,,,,1,,,1,,5,,,
George,Boateng,,MF,,2,4,1,,,,,,1,1,1,,,,5,,,
Roland,Nilsson,,DF,,-2,1,,1,,,1,,,1,,-1,-1,-1,4,,,
David,Burrows,,DF,,-2,1,,1,,,,1,1,1,,-1,-1,,4,,,
Steve,Froggatt,,MF,,1,5,1,,1,,1,,,1,,,,,4,,,
Gary,Breen,,DF,,1,1,,1,,,,1,,1,,,,,3,,,
Trond Egil,Soltvedt,,MF,,1,2,,,1,,1,,,1,,,,,3,,,
Paul,Williams,,DF,,-2,1,,1,,,,,,1,,-1,-1,,3,,,
Marc,Edworthy,,DF,,-2,-2,,1,,,,1,,,,-1,-1,,3,,,
John,Aloisi,,F,,4,3,,,,,,,1,,,,,1,2,,,
Barry,Quinn,,DF,,-2,-2,,,,,,1,,,,-1,-1,,2,,,
Magnus,Hedman,,GK,,,,,,,,,,,,,,,,5,4,4,3
Steve,Ogrizovic,,GK,,,,,,,,,,,,,,,,1,4,4,1
End,,,,,,,,,,,,,,,,,,,,,,
Team,,,,,,,,,,,,,,,,,,,,,,
Derby County,Rams,1998 EPL,DerbyCounty.jpg,FourFourTwo,1,,,,,,,,,,,,,,,,,
First Name,Last Name,Captain,Position,Number,Shot,Assist,Number of Triangles,Number of Squares,Number of Circles,Pace,Touch,Strong,Hard,Tactics,Star,Head,Kick,Card,Injury,On Target,Reaction,Special Save
Jacob,Laursen,,DF,,-2,-2,,2,,,,,1,1,1,-1,-1,,5,,,
Paulo,Wanchope,,F,,3,3,1,,1,1,1,,1,,1,,,1,5,,,
Spencer,Prior,,DF,,,-2,,2,,,,1,,1,,,,,5,,,
Darryl,Powell,,MF,,-2,2,1,,1,,1,,1,1,1,-1,-1,,5,,,
Lars,Bohinen,,MF,,-2,3,1,,1,,,1,1,1,,-1,-1,,5,,,
Horacio,Carbonari,,DF,,3,-2,,1,1,,1,1,,1,,1,,,4,,,
Dean,Sturridge,,F,,3,3,1,,,1,1,,,1,,,,,4,,,
Rory,Delap,,MF,,-2,3,1,,1,,1,1,,1,,-1,-1,,3,,,
Lee,Carsley,,MF,,1,1,,,1,,,1,1,1,,,,,4,,,
Stefan,Schnoor,,DF,,2,1,,1,,,1,,1,1,,,,,3,,,
Stefano,Eranio,,MF,,-2,1,,,1,1,,,,1,,-1,,,3,,,
Francesco,Baiano,,F,,3,1,1,,,,,,,1,,1,,,3,,,
Tony,Dorigo,,DF,,1,3,,1,,,,1,,1,,,,,3,,,
Deon,Burton,,F,,5,-2,1,,,1,1,,,,,,,,2,,,
Igor,Stimac,,DF,,-2,3,,1,,,,,1,,1,-1,-1,,2,,,
Steve,Elliott,,DF,,-2,-2,,,,,,1,,1,,-1,-1,,2,,,
